Mã,Tên công ty,Ngành ICB - cấp 1,Ngành ICB - cấp 2,Ngành ICB - cấp 3,Ngành ICB - cấp 4,Năm,Selected_Size_Indicator,Size_Label
SVD,Đầu tư & Thương mại Vũ Đăng,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,2021,ln_Total_Assets,Small
SVD,Đầu tư & Thương mại Vũ Đăng,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,2022,ln_Total_Assets,Small
SVD,Đầu tư & Thương mại Vũ Đăng,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,2023,ln_Total_Assets,Small
SVD,Đầu tư & Thương mại Vũ Đăng,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,2024,ln_Total_Assets,Small
SVI,Bao bì Biên Hòa,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Hàng công nghiệp,Containers & Đóng gói,2020,ln_Revenue,Large
SVI,Bao bì Biên Hòa,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Hàng công nghiệp,Containers & Đóng gói,2021,ln_Revenue,Large
SVI,Bao bì Biên Hòa,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Hàng công nghiệp,Containers & Đóng gói,2022,ln_Revenue,Medium
SVI,Bao bì Biên Hòa,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Hàng công nghiệp,Containers & Đóng gói,2023,ln_Revenue,Medium
SVI,Bao bì Biên Hòa,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Hàng công nghiệp,Containers & Đóng gói,2024,ln_Revenue,Medium
SVT,Công nghệ SG Viễn Đông,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Sản xuất giấy,2020,ln_Total_Assets,Small
SVT,Công nghệ SG Viễn Đông,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Sản xuất giấy,2021,ln_Total_Assets,Small
SVT,Công nghệ SG Viễn Đông,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Sản xuất giấy,2022,ln_Total_Assets,Small
SVT,Công nghệ SG Viễn Đông,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Sản xuất giấy,2023,ln_Total_Assets,Small
SVT,Công nghệ SG Viễn Đông,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Sản xuất giấy,2024,ln_Total_Assets,Small
TBC,Thủy điện Thác Bà,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2020,ln_Total_Assets,Medium
TBC,Thủy điện Thác Bà,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2021,ln_Total_Assets,Medium
TBC,Thủy điện Thác Bà,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2022,ln_Total_Assets,Medium
TBC,Thủy điện Thác Bà,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2023,ln_Total_Assets,Medium
TBC,Thủy điện Thác Bà,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2024,ln_Total_Assets,Medium
TCD,ĐT Phát triển CN và Vận tải,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2020,ln_Revenue,Large
TCD,ĐT Phát triển CN và Vận tải,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2021,ln_Revenue,Large
TCD,ĐT Phát triển CN và Vận tải,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2022,ln_Revenue,Large
TCD,Tập đoàn Xây dựng Tracodi,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2023,ln_Revenue,Large
TCD,Tập đoàn Xây dựng Tracodi,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2024,ln_Revenue,Medium
TCL,Tan Cang Logistics,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Dịch vụ vận tải,2020,ln_Revenue,Medium
TCL,Tan Cang Logistics,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Dịch vụ vận tải,2021,ln_Revenue,Medium
TCL,Tan Cang Logistics,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Dịch vụ vận tải,2022,ln_Revenue,Medium
TCL,Tan Cang Logistics,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Dịch vụ vận tải,2023,ln_Revenue,Medium
TCL,Tan Cang Logistics,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Dịch vụ vận tải,2024,ln_Revenue,Medium
TCM,Dệt may Thành Công,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,2020,ln_Total_Assets,Medium
TCM,Dệt may Thành Công,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,2021,ln_Total_Assets,Medium
TCM,Dệt may Thành Công,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,2022,ln_Total_Assets,Medium
TCM,Dệt may Thành Công,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,2023,ln_Total_Assets,Medium
TCM,Dệt may Thành Công,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,2024,ln_Total_Assets,Medium
TCO,Vận tải Duyên Hải,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Dịch vụ vận tải,2020,ln_Revenue,Small
TCO,Vận tải Duyên Hải,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Dịch vụ vận tải,2021,ln_Revenue,Small
TCO,Vận tải Duyên Hải,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Dịch vụ vận tải,2022,ln_Revenue,Medium
TCO,TCO Holdings,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Dịch vụ vận tải,2023,ln_Revenue,Small
TCO,TCO Holdings,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Dịch vụ vận tải,2024,ln_Revenue,Large
TCR,Gốm sứ TAICERA,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2020,ln_Revenue,Medium
TCR,Gốm sứ TAICERA,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2021,ln_Revenue,Medium
TCR,Gốm sứ TAICERA,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2022,ln_Revenue,Medium
TCR,Gốm sứ TAICERA,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2023,ln_Revenue,Medium
TCR,Gốm sứ TAICERA,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2024,ln_Revenue,Medium
TCT,Cáp treo Tây Ninh,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Vận tải hành khách & Du lịch,2020,ln_Total_Assets,Small
TCT,Cáp treo Tây Ninh,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Vận tải hành khách & Du lịch,2021,ln_Total_Assets,Small
TCT,Cáp treo Tây Ninh,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Vận tải hành khách & Du lịch,2022,ln_Total_Assets,Small
TCT,Cáp treo Tây Ninh,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Vận tải hành khách & Du lịch,2023,ln_Total_Assets,Small
TCT,Cáp treo Tây Ninh,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Vận tải hành khách & Du lịch,2024,ln_Total_Assets,Small
TDG,Đầu tư TDG Global,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,2020,ln_Total_Assets,Small
TDG,Đầu tư TDG Global,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,2021,ln_Total_Assets,Small
TDG,Đầu tư TDG Global,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,2022,ln_Total_Assets,Small
TDG,Đầu tư TDG Global,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,2023,ln_Total_Assets,Small
TDG,Đầu tư TDG Global,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,2024,ln_Total_Assets,Small
TDM,Nước Thủ Dầu Một,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,2020,ln_Total_Assets,Medium
TDM,Nước Thủ Dầu Một,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,2021,ln_Total_Assets,Medium
TDM,Nước Thủ Dầu Một,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,2022,ln_Total_Assets,Medium
TDM,Nước Thủ Dầu Một,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,2023,ln_Total_Assets,Medium
TDM,Nước Thủ Dầu Một,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,2024,ln_Total_Assets,Medium
TDP,Công ty Thuận Đức,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Hàng công nghiệp,Containers & Đóng gói,2020,ln_Revenue,Medium
TDP,Công ty Thuận Đức,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Hàng công nghiệp,Containers & Đóng gói,2021,ln_Revenue,Large
TDP,Công ty Thuận Đức,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Hàng công nghiệp,Containers & Đóng gói,2022,ln_Revenue,Large
TDP,Công ty Thuận Đức,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Hàng công nghiệp,Containers & Đóng gói,2023,ln_Revenue,Large
TDP,Công ty Thuận Đức,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Hàng công nghiệp,Containers & Đóng gói,2024,ln_Revenue,Large
TDW,Cấp nước Thủ Đức,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,2020,ln_Total_Assets,Small
TDW,Cấp nước Thủ Đức,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,2021,ln_Total_Assets,Small
TDW,Cấp nước Thủ Đức,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,2022,ln_Total_Assets,Small
TDW,Cấp nước Thủ Đức,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,2023,ln_Total_Assets,Small
TDW,Cấp nước Thủ Đức,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,2024,ln_Total_Assets,Small
TGG,The Golden Group,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2020,ln_Revenue,Small
TGG,The Golden Group,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2021,ln_Revenue,Medium
TGG,The Golden Group,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2022,ln_Revenue,Small
THG,XD Tiền Giang,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2020,ln_Revenue,Large
THG,XD Tiền Giang,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2021,ln_Revenue,Medium
THG,XD Tiền Giang,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2022,ln_Revenue,Medium
THG,XD Tiền Giang,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2023,ln_Revenue,Medium
THG,XD Tiền Giang,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2024,ln_Revenue,Medium
TLG,Tập đoàn Thiên Long,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng gia dụng,Đồ gia dụng một lần,2020,ln_Total_Assets,Medium
TLG,Tập đoàn Thiên Long,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng gia dụng,Đồ gia dụng một lần,2021,ln_Total_Assets,Medium
TLG,Tập đoàn Thiên Long,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng gia dụng,Đồ gia dụng một lần,2022,ln_Total_Assets,Medium
TLG,Tập đoàn Thiên Long,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng gia dụng,Đồ gia dụng một lần,2023,ln_Total_Assets,Medium
TLG,Tập đoàn Thiên Long,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng gia dụng,Đồ gia dụng một lần,2024,ln_Total_Assets,Medium
TLH,Thép Tiến Lên,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2020,ln_Total_Assets,Large
TLH,Thép Tiến Lên,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2021,ln_Total_Assets,Large
TLH,Thép Tiến Lên,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2022,ln_Total_Assets,Large
TLH,Thép Tiến Lên,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2023,ln_Total_Assets,Large
TLH,Thép Tiến Lên,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2024,ln_Total_Assets,Large
TMP,Thủy điện Thác Mơ,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2020,ln_Total_Assets,Medium
TMP,Thủy điện Thác Mơ,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2021,ln_Total_Assets,Medium
TMP,Thủy điện Thác Mơ,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2022,ln_Total_Assets,Medium
TMP,Thủy điện Thác Mơ,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2023,ln_Total_Assets,Medium
TMP,Thủy điện Thác Mơ,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2024,ln_Total_Assets,Medium
TMS,Transimex,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",2020,ln_Revenue,Large
TMS,Transimex,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",2021,ln_Revenue,Large
TMS,Transimex,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",2022,ln_Revenue,Large
TMS,Transimex,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",2023,ln_Revenue,Large
TMS,Transimex,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",2024,ln_Revenue,Large
TMT,Ô tô TMT,Hàng Tiêu dùng,Ô tô và phụ tùng,Ô tô và phụ tùng,Sản xuất ô tô,2020,ln_Total_Assets,Medium
TMT,Ô tô TMT,Hàng Tiêu dùng,Ô tô và phụ tùng,Ô tô và phụ tùng,Sản xuất ô tô,2021,ln_Total_Assets,Medium
TMT,Ô tô TMT,Hàng Tiêu dùng,Ô tô và phụ tùng,Ô tô và phụ tùng,Sản xuất ô tô,2022,ln_Total_Assets,Medium
TMT,Ô tô TMT,Hàng Tiêu dùng,Ô tô và phụ tùng,Ô tô và phụ tùng,Sản xuất ô tô,2023,ln_Total_Assets,Medium
TMT,Ô tô TMT,Hàng Tiêu dùng,Ô tô và phụ tùng,Ô tô và phụ tùng,Sản xuất ô tô,2024,ln_Total_Assets,Small
TNA,XNK Thiên Nam,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2020,ln_Total_Assets,Medium
TNA,XNK Thiên Nam,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2021,ln_Total_Assets,Medium
TNA,XNK Thiên Nam,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2022,ln_Total_Assets,Medium
TNC,Cao su Thống Nhất,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2020,ln_Total_Assets,Small
TNC,Cao su Thống Nhất,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2021,ln_Total_Assets,Small
TNC,Cao su Thống Nhất,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2022,ln_Total_Assets,Small
TNC,Cao su Thống Nhất,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2023,ln_Total_Assets,Small
TNC,Cao su Thống Nhất,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2024,ln_Total_Assets,Small
TNH,Bệnh viện Quốc tế Thái Nguyên,Dược phẩm và Y tế,Y tế,Thiết bị và Dịch vụ Y tế,Chăm sóc y tế,2020,ln_Total_Assets,Medium
TNH,Bệnh viện Quốc tế Thái Nguyên,Dược phẩm và Y tế,Y tế,Thiết bị và Dịch vụ Y tế,Chăm sóc y tế,2021,ln_Total_Assets,Medium
TNH,Bệnh viện Quốc tế Thái Nguyên,Dược phẩm và Y tế,Y tế,Thiết bị và Dịch vụ Y tế,Chăm sóc y tế,2022,ln_Total_Assets,Medium
TNH,Tập đoàn Bệnh viện TNH,Dược phẩm và Y tế,Y tế,Thiết bị và Dịch vụ Y tế,Chăm sóc y tế,2023,ln_Total_Assets,Large
TNH,Tập đoàn Bệnh viện TNH,Dược phẩm và Y tế,Y tế,Thiết bị và Dịch vụ Y tế,Chăm sóc y tế,2024,ln_Total_Assets,Large
TNI,Tập đoàn Thành Nam,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2020,ln_Total_Assets,Medium
TNI,Tập đoàn Thành Nam,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2021,ln_Total_Assets,Medium
TNI,Tập đoàn Thành Nam,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2022,ln_Total_Assets,Small
TNI,Tập đoàn Thành Nam,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2023,ln_Total_Assets,Small
TNI,Tập đoàn Thành Nam,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2024,ln_Total_Assets,Small
TNT,Tập đoàn TNT,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai khoáng,2020,ln_Total_Assets,Small
TNT,Tập đoàn TNT,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai khoáng,2021,ln_Total_Assets,Small
TNT,Tập đoàn TNT,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai khoáng,2022,ln_Total_Assets,Small
TNT,Tập đoàn TNT,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai khoáng,2023,ln_Total_Assets,Medium
TNT,Tập đoàn TNT,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai khoáng,2024,ln_Total_Assets,Small
TPC,Nhựa Tân Đại Hưng,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2020,ln_Total_Assets,Small
TPC,Nhựa Tân Đại Hưng,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2021,ln_Total_Assets,Small
TPC,Nhựa Tân Đại Hưng,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2022,ln_Total_Assets,Small
TPC,Nhựa Tân Đại Hưng,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2023,ln_Total_Assets,Small
TPC,Nhựa Tân Đại Hưng,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2024,ln_Total_Assets,Small
TRA,Traphaco,Dược phẩm và Y tế,Y tế,Dược phẩm,Dược phẩm,2020,ln_Total_Assets,Large
TRA,Traphaco,Dược phẩm và Y tế,Y tế,Dược phẩm,Dược phẩm,2021,ln_Total_Assets,Large
TRA,Traphaco,Dược phẩm và Y tế,Y tế,Dược phẩm,Dược phẩm,2022,ln_Total_Assets,Medium
TRA,Traphaco,Dược phẩm và Y tế,Y tế,Dược phẩm,Dược phẩm,2023,ln_Total_Assets,Medium
TRA,Traphaco,Dược phẩm và Y tế,Y tế,Dược phẩm,Dược phẩm,2024,ln_Total_Assets,Medium
TRC,Cao su Tây Ninh,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2020,ln_Total_Assets,Medium
TRC,Cao su Tây Ninh,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2021,ln_Total_Assets,Medium
TRC,Cao su Tây Ninh,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2022,ln_Total_Assets,Medium
TRC,Cao su Tây Ninh,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2023,ln_Total_Assets,Medium
TRC,Cao su Tây Ninh,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2024,ln_Total_Assets,Medium
TSC,Kỹ thuật NN Cần Thơ,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",2020,ln_Total_Assets,Medium
TSC,Kỹ thuật NN Cần Thơ,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",2021,ln_Total_Assets,Medium
TSC,Kỹ thuật NN Cần Thơ,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",2022,ln_Total_Assets,Medium
TSC,Kỹ thuật NN Cần Thơ,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",2023,ln_Total_Assets,Medium
TSC,Kỹ thuật NN Cần Thơ,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",2024,ln_Total_Assets,Medium
TTA,XD và PT Trường Thành,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2020,ln_Total_Assets,Large
TTA,XD và PT Trường Thành,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2021,ln_Total_Assets,Large
TTA,XD và PT Trường Thành,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2022,ln_Total_Assets,Large
TTA,XD và PT Trường Thành,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2023,ln_Total_Assets,Large
TTA,XD và PT Trường Thành,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2024,ln_Total_Assets,Large
TTB,Tập đoàn Tiến Bộ,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2020,ln_Revenue,Small
TTB,Tập đoàn Tiến Bộ,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2021,ln_Revenue,Medium
TTB,Tập đoàn Tiến Bộ,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2022,ln_Revenue,Medium
TTE,ĐT Năng lượng Trường Thịnh,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2020,ln_Total_Assets,Small
TTE,ĐT Năng lượng Trường Thịnh,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2021,ln_Total_Assets,Small
TTE,ĐT Năng lượng Trường Thịnh,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2022,ln_Total_Assets,Small
TTE,ĐT Năng lượng Trường Thịnh,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2023,ln_Total_Assets,Small
TTE,ĐT Năng lượng Trường Thịnh,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2024,ln_Total_Assets,Small
TTF,Gỗ Trường Thành,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Lâm sản và Chế biến gỗ,2020,ln_Total_Assets,Medium
TTF,Gỗ Trường Thành,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Lâm sản và Chế biến gỗ,2021,ln_Total_Assets,Large
TTF,Gỗ Trường Thành,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Lâm sản và Chế biến gỗ,2022,ln_Total_Assets,Medium
TTF,Gỗ Trường Thành,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Lâm sản và Chế biến gỗ,2023,ln_Total_Assets,Medium
TTF,Gỗ Trường Thành,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Lâm sản và Chế biến gỗ,2024,ln_Total_Assets,Medium
TV2,Tư vấn XD Điện 2,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh,Tư vấn & Hỗ trợ KD,2020,ln_Revenue,Large
TV2,Tư vấn XD Điện 2,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh,Tư vấn & Hỗ trợ KD,2021,ln_Revenue,Large
TV2,Tư vấn XD Điện 2,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh,Tư vấn & Hỗ trợ KD,2022,ln_Revenue,Medium
